MID,Sample,Drug,Day,Volume
39,HCI-002,Vehicle,14.0,1219.519466
39,HCI-002,Vehicle,1.0,90.05282768496349
39,HCI-002,Vehicle,4.0,157.25880391669
39,HCI-002,Vehicle,8.0,358.654936987977
39,HCI-002,Vehicle,12.0,767.535359852938
39,HCI-002,Vehicle,15.0,1067.28206392431
39,HCI-002,Vehicle,18.0,1112.0977148583302
39,HCI-002,Vehicle,22.0,1701.78684337272
39,HCI-002,Vehicle,1.0,123.0
39,HCI-002,Vehicle,3.0,191.0
39,HCI-002,Vehicle,5.0,228.0
39,HCI-002,Vehicle,8.0,346.0
39,HCI-002,Vehicle,10.0,597.0
39,HCI-002,Vehicle,12.0,727.0
39,HCI-002,Vehicle,15.0,900.0
39,HCI-002,Vehicle,17.0,1008.0
39,HCI-002,Vehicle,19.0,1196.0
39,HCI-002,Vehicle,22.0,1654.0
39,HCI-002,Vehicle,24.0,1766.0
39,HCI-002,Vehicle,26.0,1791.0
39,HCI-002,Vehicle,29.0,2353.0
39,HCI-002,Vehicle,31.0,2518.0
39,HCI-002,Vehicle,33.0,2884.0
40,HCI-002,Vehicle,1.0,242.07348650000003
40,HCI-002,Vehicle,4.0,309.3052845
40,HCI-002,Vehicle,8.0,414.8497305
40,HCI-002,Vehicle,11.0,594.560088
40,HCI-002,Vehicle,15.0,792.4225
40,HCI-002,Vehicle,18.0,923.0008320000001
40,HCI-002,Vehicle,22.0,1195.42212
40,HCI-002,Vehicle,1.0,190.44
40,HCI-002,Vehicle,3.0,310.3126
