Study,Group,Drug,Control,MID,start,start_size,end,end_size,duration
TM00219,Vehicle (D5W),D5W,1.0,049-025,0.0,101.63,28.0,247.02,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-038,0.0,93.26,28.0,253.61,28.0
TM00219,Vehicle (D5W),D5W,1.0,049-043,0.0,117.36,28.0,257.68,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-07,0.0,81.24,28.0,424.86,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-12,0.0,124.76,28.0,644.88,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-14,0.0,108.09,28.0,276.61,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-30,0.0,82.53,28.0,327.68,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-31,0.0,112.05,28.0,906.55,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-33,0.0,167.82,28.0,1507.73,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-37,0.0,126.55,28.0,923.3,28.0
TM00194,Group 1 D5W IV,D5W,1.0,627-52,0.0,78.35,28.0,494.0,28.0
TM00246,Vehicle,D5W,1.0,1237-02,-1.0,89.17,25.0,160.9,26.0
TM00246,Vehicle,D5W,1.0,1237-08,-1.0,241.39,25.0,976.14,26.0
TM00246,Vehicle,D5W,1.0,1237-11,-1.0,150.65,25.0,378.85,26.0
TM00246,Vehicle,D5W,1.0,1237-13,-1.0,206.99,25.0,422.67,26.0
TM00246,Vehicle,D5W,1.0,1237-18,-1.0,72.18,25.0,269.76,26.0
TM00246,Vehicle,D5W,1.0,1237-31,-1.0,87.37,25.0,272.44,26.0
TM00246,Vehicle,D5W,1.0,1237-34,-1.0,92.8,25.0,1057.84,26.0
TM00186,Group 1 IV D5W,D5W,1.0,481-12,0.0,125.08,21.0,454.4,21.0
TM00186,Group 1 IV D5W,D5W,1.0,481-31,0.0,127.21,21.0,555.87,21.0
TM00186,Group 1 IV D5W,D5W,1.0,481-34,0.0,86.11,21.0,104.0,21.0
TM00186,Group 1 IV D5W,D5W,1.0,481-43,0.0,74.72,21.0,388.9,21.0
TM00186,Group 1 IV D5W,D5W,1.0,481-57,0.0,176.82,21.0,2319.09,21.0
TM00186,Group 1 IV D5W,D5W,1.0,481-60,0.0,228.68,21.0,864.71,21.0
TM00186,Group 1 IV D5W,D5W,1.0,481-62,0.0,281.6,18.0,2516.79,18.0
TM00186,Group 1 IV D5W,D5W,1.0,481-66,0.0,161.75,21.0,574.09,21.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-15,0.0,107.39,28.0,584.13,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-23,0.0,227.87,28.0,1323.44,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-26,0.0,100.16,28.0,416.8,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-29,0.0,105.65,28.0,678.72,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-35,0.0,81.99,28.0,533.06,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-5,0.0,82.03,28.0,374.96,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-6,0.0,75.16,28.0,502.02,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-7,0.0,76.2,28.0,433.49,28.0
TM00355,Grp1- IV D5W,D5W,1.0,0551-8,0.0,83.33,28.0,492.77,28.0
TM00193,Group 1 IV D5W,D5W,1.0,591-05,-1.0,152.53,28.0,625.72,29.0
TM00193,Group 1 IV D5W,D5W,1.0,591-13,-1.0,239.28,28.0,697.72,29.0
TM00193,Group 1 IV D5W,D5W,1.0,591-22,-1.0,71.05,28.0,269.83,29.0
TM00193,Group 1 IV D5W,D5W,1.0,591-23,-1.0,109.05,28.0,216.26,29.0
TM00193,Group 1 IV D5W,D5W,1.0,591-41,-1.0,122.74,28.0,287.65,29.0
TM00193,Group 1 IV D5W,D5W,1.0,591-55,-1.0,169.98,28.0,663.65,29.0
TM00193,Group 1 IV D5W,D5W,1.0,591-56,-1.0,94.45,28.0,235.16,29.0
TM00193,Group 1 IV D5W,D5W,1.0,591-59,-1.0,124.01,28.0,334.13,29.0
TM00212,Grp1_vehicle,D5W,1.0,978_02,0.0,264.46,24.0,1278.68,24.0
TM00212,Grp1_vehicle,D5W,1.0,978_19,0.0,88.74,21.0,1031.03,21.0
TM00212,Grp1_vehicle,D5W,1.0,978_38,0.0,141.11,14.0,507.85,14.0
TM00212,Grp1_vehicle,D5W,1.0,978_40,0.0,71.41,28.0,1049.15,28.0
TM00212,Grp1_vehicle,D5W,1.0,978_48,0.0,77.33,28.0,1273.72,28.0
TM00212,Grp1_vehicle,D5W,1.0,978_50,0.0,59.16,28.0,665.84,28.0
TM00212,Grp1_vehicle,D5W,1.0,978_53,0.0,221.1,28.0,1720.47,28.0
TM00212,Grp1_vehicle,D5W,1.0,978_54,0.0,87.37,28.0,967.31,28.0
TM00212,Grp1_vehicle,D5W,1.0,978_63,0.0,110.38,28.0,1261.7,28.0
TM00214,Vehicle,D5W,1.0,011_19,-1.0,96.61,27.0,400.17,28.0
TM00214,Vehicle,D5W,1.0,011_2,-1.0,201.39,27.0,1452.23,28.0
TM00214,Vehicle,D5W,1.0,011_21,-1.0,293.32,23.0,1329.99,24.0
TM00214,Vehicle,D5W,1.0,011_22,-1.0,237.06,27.0,1861.51,28.0
TM00214,Vehicle,D5W,1.0,011_26,-1.0,186.11,27.0,1577.99,28.0
TM00214,Vehicle,D5W,1.0,011_28,-1.0,168.03,27.0,1097.0,28.0
TM00214,Vehicle,D5W,1.0,011_31,-1.0,184.91,27.0,993.91,28.0
TM00214,Vehicle,D5W,1.0,011_33,-1.0,224.57,27.0,1214.97,28.0
TM00214,Vehicle,D5W,1.0,011_35,-1.0,98.31,27.0,611.94,28.0
TM00214,Vehicle,D5W,1.0,011_7,-1.0,156.78,27.0,430.52,28.0
TM00222,Grp1 IV D5W,D5W,1.0,102_10,0.0,127.26,28.0,1374.12,28.0
TM00222,Grp1 IV D5W,D5W,1.0,102_16,0.0,61.06,28.0,348.94,28.0
TM00222,Grp1 IV D5W,D5W,1.0,102_17,0.0,92.36,28.0,947.64,28.0
TM00222,Grp1 IV D5W,D5W,1.0,102_25,0.0,129.48,24.0,742.52,24.0
TM00222,Grp1 IV D5W,D5W,1.0,102_3,0.0,91.01,28.0,1180.59,28.0
TM00222,Grp1 IV D5W,D5W,1.0,102_31,0.0,189.09,28.0,1357.26,28.0
TM00222,Grp1 IV D5W,D5W,1.0,102_48,0.0,265.5,28.0,1900.07,28.0
TM00222,Grp1 IV D5W,D5W,1.0,102_9,0.0,160.04,24.0,1311.44,24.0
TM00233,Grp1 IV D5W,D5W,1.0,202_03,-1.0,271.72,28.0,650.8,29.0
TM00233,Grp1 IV D5W,D5W,1.0,202_10,-1.0,92.71,28.0,454.03,29.0
TM00233,Grp1 IV D5W,D5W,1.0,202_13,-1.0,161.06,28.0,396.25,29.0
TM00233,Grp1 IV D5W,D5W,1.0,202_19,-1.0,97.16,28.0,353.4,29.0
TM00233,Grp1 IV D5W,D5W,1.0,202_28,-1.0,107.35,28.0,336.55,29.0
TM00233,Grp1 IV D5W,D5W,1.0,202_40,-1.0,140.1,28.0,403.65,29.0
TM00233,Grp1 IV D5W,D5W,1.0,202_48,-1.0,102.47,14.0,153.32,15.0
TM00233,Grp1 IV D5W,D5W,1.0,202_49,-1.0,194.1,28.0,981.95,29.0
TM00253,Group 1 IV D5W,D5W,1.0,260-04,0.0,112.7,26.0,675.13,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-08,0.0,95.8,26.0,384.81,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-10,0.0,100.71,26.0,254.59,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-11,0.0,135.66,26.0,584.04,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-22,0.0,111.22,26.0,442.17,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-25,0.0,184.23,26.0,464.27,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-29,0.0,81.57,26.0,257.74,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-39,0.0,96.71,26.0,310.47,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-42,0.0,142.5,26.0,426.24,26.0
TM00253,Group 1 IV D5W,D5W,1.0,260-48,0.0,101.65,26.0,287.18,26.0
J000079689,Grp1 D5W,D5W,1.0,689_09,0.0,136.35,25.0,856.62,25.0
J000079689,Grp1 D5W,D5W,1.0,689_24,0.0,103.19,25.0,368.67,25.0
J000079689,Grp1 D5W,D5W,1.0,689_30,0.0,295.68,25.0,977.68,25.0
J000079689,Grp1 D5W,D5W,1.0,689_38,0.0,326.86,25.0,472.46,25.0
J000079689,Grp1 D5W,D5W,1.0,689_43,0.0,229.87,25.0,890.64,25.0
J000079689,Grp1 D5W,D5W,1.0,689_44,0.0,231.47,0.0,231.47,0.0
TM00387,Vehicle,D5W,1.0,459-01,-1.0,168.27,28.0,187.34,29.0
TM00387,Vehicle,D5W,1.0,459-03,-1.0,70.7,28.0,152.96,29.0
TM00387,Vehicle,D5W,1.0,459-10,-1.0,118.07,28.0,196.19,29.0
TM00387,Vehicle,D5W,1.0,459-17,-1.0,80.72,28.0,182.46,29.0
TM00387,Vehicle,D5W,1.0,459-29,-1.0,87.68,28.0,140.03,29.0
TM00387,Vehicle,D5W,1.0,459-40,-1.0,171.59,28.0,300.6,29.0
TM00387,Vehicle,D5W,1.0,459-51,-1.0,91.9,28.0,224.54,29.0
TM00387,Vehicle,D5W,1.0,459-57,-1.0,110.67,28.0,181.99,29.0
TM00387,Vehicle,D5W,1.0,459-60,-1.0,82.5,28.0,220.22,29.0
TM00298,Group 1 Vehicle,D5W,1.0,996-01,0.0,164.67,28.0,1742.19,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-04,0.0,287.32,28.0,2553.56,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-07,0.0,119.67,28.0,1192.52,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-12,0.0,174.31,28.0,2433.23,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-13,0.0,166.25,28.0,1134.45,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-15,0.0,193.35,28.0,1290.05,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-26,0.0,166.18,28.0,1621.38,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-31,0.0,237.28,28.0,1802.28,28.0
TM00298,Group 1 Vehicle,D5W,1.0,996-36,0.0,100.22,28.0,1464.46,28.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-11,-1.0,130.61,28.0,560.51,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-14,-1.0,167.0,28.0,1037.01,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-18,-1.0,200.32,28.0,838.17,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-28,-1.0,127.01,28.0,728.37,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-32,-1.0,103.08,28.0,520.84,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-33,-1.0,174.79,28.0,1203.95,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-41,-1.0,200.11,28.0,665.02,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-51,-1.0,110.05,28.0,1134.7,29.0
TM01075,Group 1 IV D5W,D5W,1.0,1032-9,-1.0,88.81,28.0,556.16,29.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_15,0.0,104.51,27.0,1901.99,27.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_16,0.0,110.54,27.0,1150.34,27.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_19,0.0,166.45,27.0,2416.95,27.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_21,0.0,160.74,27.0,1462.12,27.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_25,0.0,131.95,27.0,2025.68,27.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_26,0.0,116.52,27.0,2150.86,27.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_36,0.0,121.82,27.0,1473.57,27.0
J000102680,Grp 1 IV D5W,D5W,1.0,680_4,0.0,153.11,27.0,1052.22,27.0
TM00185,1,D5W,1.0,476_003,1.0,71.3,26.0,149.4,25.0
TM00185,1,D5W,1.0,476_006,1.0,141.36,26.0,277.23,25.0
TM00185,1,D5W,1.0,476_012,1.0,93.54,26.0,238.0,25.0
TM00185,1,D5W,1.0,476_014,1.0,90.25,26.0,276.21,25.0
TM00185,1,D5W,1.0,476_019,1.0,252.28,26.0,2911.76,25.0
TM00185,1,D5W,1.0,476_028,1.0,139.33,26.0,2053.09,25.0
TM00185,1,D5W,1.0,476_034,1.0,249.99,26.0,908.47,25.0
TM00188,Group 1 D5W,D5W,1.0,520_052,1.0,126.6,25.0,1907.82,24.0
TM00188,Group 1 D5W,D5W,1.0,520_055,1.0,219.89,25.0,2446.04,24.0
TM00188,Group 1 D5W,D5W,1.0,520_059,1.0,219.77,25.0,2581.18,24.0
TM00188,Group 1 D5W,D5W,1.0,520_076,1.0,124.65,25.0,3141.65,24.0
TM00188,Group 1 D5W,D5W,1.0,520_082,1.0,158.57,25.0,934.95,24.0
TM00188,Group 1 D5W,D5W,1.0,520_083,1.0,71.77,25.0,1029.2,24.0
TM00188,Group 1 D5W,D5W,1.0,520_089,1.0,288.28,25.0,2045.84,24.0
TM00188,Group 1 D5W,D5W,1.0,520_093,1.0,166.28,25.0,813.87,24.0
TM00356,Vehicle,D5W,1.0,552-08,-1.0,160.72,21.0,1424.22,22.0
TM00356,Vehicle,D5W,1.0,552-10,-1.0,105.06,21.0,2300.58,22.0
TM00356,Vehicle,D5W,1.0,552-14,-1.0,164.24,21.0,1433.3,22.0
TM00356,Vehicle,D5W,1.0,552-16,-1.0,120.94,21.0,2222.26,22.0
TM00356,Vehicle,D5W,1.0,552-25,-1.0,106.73,21.0,1574.35,22.0
TM00356,Vehicle,D5W,1.0,552-35,-1.0,74.71,21.0,1090.88,22.0
TM00356,Vehicle,D5W,1.0,552-36,-1.0,120.49,21.0,1150.76,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-22,0.0,116.93,22.0,2307.75,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-29,0.0,116.64,22.0,1845.5,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-55,0.0,92.57,22.0,1300.4,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-58,0.0,138.66,22.0,1525.29,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-83,0.0,159.91,22.0,1691.43,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-84,0.0,163.41,22.0,677.14,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-85,0.0,75.06,22.0,1477.32,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-88,0.0,137.89,22.0,1229.08,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-89,0.0,91.4,22.0,1014.02,22.0
TM00192,Group 1 IV D5W,D5W,1.0,567-90,0.0,236.05,22.0,2203.81,22.0
TM00196,Vehicle,D5W,1.0,645-03,0.0,167.99,28.0,1353.35,28.0
TM00196,Vehicle,D5W,1.0,645-10,0.0,169.69,28.0,962.74,28.0
TM00196,Vehicle,D5W,1.0,645-12,0.0,278.86,28.0,1518.9,28.0
TM00196,Vehicle,D5W,1.0,645-15,0.0,190.99,28.0,1301.19,28.0
TM00196,Vehicle,D5W,1.0,645-16,0.0,102.06,25.0,478.62,25.0
TM00196,Vehicle,D5W,1.0,645-19,0.0,198.61,28.0,896.51,28.0
TM00196,Vehicle,D5W,1.0,645-30,0.0,116.86,28.0,1110.24,28.0
TM00202,Grp1- IV D5W,D5W,1.0,796-20,0.0,89.47,28.0,339.71,28.0
TM00202,Grp1- IV D5W,D5W,1.0,796-21,0.0,259.66,28.0,1806.16,28.0
TM00202,Grp1- IV D5W,D5W,1.0,796-24,0.0,86.9,28.0,902.76,28.0
TM00202,Grp1- IV D5W,D5W,1.0,796-25,0.0,67.47,28.0,285.27,28.0
TM00202,Grp1- IV D5W,D5W,1.0,796-36,0.0,124.13,28.0,845.07,28.0
TM00202,Grp1- IV D5W,D5W,1.0,796-38,0.0,77.64,28.0,574.59,28.0
TM00202,Grp1- IV D5W,D5W,1.0,796-6,0.0,77.95,28.0,634.92,28.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-02,-1.0,98.26,28.0,221.38,29.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-15,-1.0,120.56,28.0,265.49,29.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-22,-1.0,209.48,28.0,539.24,29.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-23,-1.0,119.26,28.0,212.0,29.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-26,-1.0,150.06,28.0,331.63,29.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-43,-1.0,152.4,28.0,239.97,29.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-45,-1.0,99.34,28.0,378.71,29.0
TM00203_1,Group 1 IV D5W,D5W,1.0,801-46,-1.0,88.83,28.0,94.17,29.0
TM00208,GRP1 IV D5W,D5W,1.0,830_18,0.0,111.52,28.0,956.17,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_25,0.0,152.56,28.0,427.4,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_27,0.0,217.62,28.0,1295.45,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_29,0.0,295.61,28.0,1163.72,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_31,0.0,170.46,28.0,1331.9,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_32,0.0,71.84,28.0,952.26,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_33,0.0,129.73,28.0,392.38,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_35,0.0,161.21,28.0,1045.09,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_36,0.0,106.26,28.0,201.32,28.0
TM00208,GRP1 IV D5W,D5W,1.0,830_6,0.0,200.7,28.0,405.48,28.0
TM00213,Group 1 IV D5W,D5W,1.0,997-17,-1.0,83.31,28.0,401.68,29.0
TM00213,Group 1 IV D5W,D5W,1.0,997-29,-1.0,281.9,28.0,1231.09,29.0
TM00213,Group 1 IV D5W,D5W,1.0,997-34,-1.0,130.02,28.0,1118.19,29.0
TM00213,Group 1 IV D5W,D5W,1.0,997-35,-1.0,179.52,28.0,542.3,29.0
TM00213,Group 1 IV D5W,D5W,1.0,997-38,-1.0,133.08,28.0,927.65,29.0
TM00213,Group 1 IV D5W,D5W,1.0,997-40,-1.0,75.42,28.0,436.5,29.0
TM00226,Grp1 IV D5W,D5W,1.0,179_09,0.0,263.75,28.0,590.23,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_15,0.0,151.22,28.0,759.94,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_19,0.0,114.58,28.0,384.17,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_21,0.0,218.87,28.0,413.38,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_23,0.0,146.98,28.0,349.42,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_47,0.0,117.03,28.0,433.1,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_48,0.0,84.33,28.0,110.64,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_49,0.0,295.47,28.0,654.06,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_56,0.0,261.71,28.0,400.94,28.0
TM00226,Grp1 IV D5W,D5W,1.0,179_58,0.0,206.33,28.0,385.26,28.0
TM00231,Group 1,D5W,1.0,PRD0001,1.0,92.39,23.0,461.89,22.0
TM00231,Group 1,D5W,1.0,PRD0004,1.0,148.68,23.0,957.7,22.0
TM00231,Group 1,D5W,1.0,PRD0021,1.0,222.07,23.0,835.45,22.0
TM00231,Group 1,D5W,1.0,PRD0023,1.0,155.13,23.0,796.03,22.0
TM00231,Group 1,D5W,1.0,PRD0035,1.0,121.77,23.0,1041.82,22.0
TM00231,Group 1,D5W,1.0,PRD0039,1.0,189.01,23.0,991.29,22.0
TM00231,Group 1,D5W,1.0,PRD0040,1.0,180.23,23.0,1025.23,22.0
TM00231,Group 1,D5W,1.0,PRD0044,1.0,123.72,23.0,759.76,22.0
TM00231,Group 1,D5W,1.0,PRD0050,1.0,237.32,23.0,890.43,22.0
TM00231,Group 1,D5W,1.0,PRD0060,1.0,276.0,23.0,1592.06,22.0
TM00784,Grp1 IV D5w,D5W,1.0,208_1,0.0,235.42,15.0,2250.45,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_14,0.0,235.01,15.0,2368.69,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_17,0.0,102.22,15.0,1065.22,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_2,0.0,186.93,15.0,2328.03,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_21,0.0,133.64,15.0,781.45,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_22,0.0,183.88,15.0,1395.82,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_28,0.0,274.53,15.0,2229.06,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_31,0.0,201.59,15.0,2512.43,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_37,0.0,144.98,15.0,1260.09,15.0
TM00784,Grp1 IV D5w,D5W,1.0,208_38,0.0,216.0,15.0,1395.29,15.0
TM00302,Grp1_IV D5W,D5W,1.0,306-03,0.0,76.38,26.0,357.82,26.0
TM00302,Grp1_IV D5W,D5W,1.0,306-22,0.0,95.66,26.0,747.25,26.0
TM00302,Grp1_IV D5W,D5W,1.0,306-25,0.0,100.33,26.0,616.77,26.0
TM00302,Grp1_IV D5W,D5W,1.0,306-38,0.0,80.23,26.0,379.14,26.0
TM00302,Grp1_IV D5W,D5W,1.0,306-44,0.0,166.01,26.0,1379.23,26.0
TM00302,Grp1_IV D5W,D5W,1.0,306-47,0.0,115.98,26.0,1248.09,26.0
TM00302,Grp1_IV D5W,D5W,1.0,306-55,0.0,91.48,26.0,412.43,26.0
TM00302,Grp1_IV D5W,D5W,1.0,306-58,0.0,115.54,26.0,934.13,26.0
TM01087,Group 1 IV D5W,D5W,1.0,087_10,1.0,257.79,26.0,1707.53,25.0
TM01087,Group 1 IV D5W,D5W,1.0,087_25,1.0,177.27,26.0,1449.8,25.0
TM01087,Group 1 IV D5W,D5W,1.0,087_37,1.0,102.12,26.0,1187.52,25.0
TM01087,Group 1 IV D5W,D5W,1.0,087_42,1.0,100.42,26.0,428.86,25.0
TM01087,Group 1 IV D5W,D5W,1.0,087_44,1.0,70.24,26.0,334.07,25.0
TM01087,Group 1 IV D5W,D5W,1.0,087_69,1.0,128.9,26.0,712.52,25.0
TM01087,Group 1 IV D5W,D5W,1.0,087_73,1.0,160.1,26.0,1900.0,25.0
TM01087,Group 1 IV D5W,D5W,1.0,087_79,1.0,126.3,26.0,540.89,25.0
TM00203_2,Grp 1 D5W+ 0.5% CMC,D5W + CMC,1.0,801_1,0.0,109.99,28.0,278.8,28.0
TM00203_2,Grp 1 D5W+ 0.5% CMC,D5W + CMC,1.0,801_15,0.0,103.6,28.0,245.16,28.0
TM00203_2,Grp 1 D5W+ 0.5% CMC,D5W + CMC,1.0,801_27,0.0,90.1,28.0,184.29,28.0
TM00203_2,Grp 1 D5W+ 0.5% CMC,D5W + CMC,1.0,801_28,0.0,244.69,28.0,644.41,28.0
TM00203_2,Grp 1 D5W+ 0.5% CMC,D5W + CMC,1.0,801_33,0.0,202.05,28.0,414.41,28.0
TM00203_2,Grp 1 D5W+ 0.5% CMC,D5W + CMC,1.0,801_9,0.0,100.61,28.0,239.55,28.0
J000096652,Group 1 IV+PO Vehicl,D5W + CMC,1.0,652-02,-1.0,80.65,19.0,1632.2,20.0
J000096652,Group 1 IV+PO Vehicl,D5W + CMC,1.0,652-05,-1.0,104.23,14.0,756.5,15.0
J000096652,Group 1 IV+PO Vehicl,D5W + CMC,1.0,652-13,-1.0,204.26,14.0,551.87,15.0
J000096652,Group 1 IV+PO Vehicl,D5W + CMC,1.0,652-18,-1.0,207.55,19.0,1670.16,20.0
J000096652,Group 1 IV+PO Vehicl,D5W + CMC,1.0,652-24,-1.0,105.4,19.0,1525.78,20.0
J000096652,Group 1 IV+PO Vehicl,D5W + CMC,1.0,652-43,-1.0,162.89,19.0,1875.88,20.0
J000096652,Group 1 IV+PO Vehicl,D5W + CMC,1.0,652-46,-1.0,163.82,14.0,580.97,15.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-041,0.0,160.44,28.0,1229.42,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-054,0.0,213.61,28.0,980.05,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-065,0.0,127.67,28.0,881.3,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-075,0.0,160.28,28.0,842.02,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-090,0.0,198.57,28.0,872.38,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-108,0.0,197.78,28.0,683.61,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-117,0.0,142.06,28.0,981.1,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-144,0.0,141.84,28.0,702.95,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-147,0.0,177.62,28.0,642.12,28.0
TM00832,Grp1_Vehicle,DMSO,1.0,191-172,0.0,180.18,28.0,943.57,28.0
TM00090,Gr 2: Docetaxel,Docetaxel,0.0,744-006,0.0,173.38,21.0,717.23,21.0
TM00090,Gr 2: Docetaxel,Docetaxel,0.0,744-013,0.0,98.86,21.0,183.5,21.0
TM00090,Gr 2: Docetaxel,Docetaxel,0.0,744-014,0.0,147.75,21.0,34.36,21.0
TM00090,Gr 2: Docetaxel,Docetaxel,0.0,744-037,0.0,128.61,21.0,108.57,21.0
TM00090,Gr 2: Docetaxel,Docetaxel,0.0,744-041,0.0,82.06,21.0,30.22,21.0
TM00090,Gr 2: Docetaxel,Docetaxel,0.0,744-049,0.0,182.78,21.0,1368.91,21.0
TM00090,Gr 2: Docetaxel,Docetaxel,0.0,744-060,0.0,131.02,21.0,254.3,21.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_05,-1.0,251.17,25.0,487.04,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_15,-1.0,85.03,25.0,44.69,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_29,-1.0,185.91,25.0,30.58,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_31,-1.0,92.9,25.0,164.53,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_34,-1.0,160.0,25.0,666.5,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_41,-1.0,217.54,25.0,152.58,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_42,-1.0,121.43,25.0,19.98,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_55,-1.0,70.99,25.0,228.71,26.0
TM00096,Group 2 Docetaxel,Docetaxel,0.0,851_80,-1.0,126.95,25.0,43.74,26.0
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-01,1.0,183.54,27.0,1671.7,26.0
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-23,1.0,138.62,27.0,187.88,26.0
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-30,1.0,105.84,1.0,105.84,0.0
